down,ydstogo,yardline_100,game_seconds_remaining,score_differential,qtr,posteam,play_type,wp,epa,go_for_it
4.0,14,46.0,558.0,-12.0,4,SD,pass,0.09579020528266,-1.740859013039863,1
4.0,9,14.0,259.0,12.0,4,DEN,field_goal,0.970950453512298,0.2149998763237524,0
4.0,1,21.0,89.0,-15.0,4,SD,pass,0.0096485953097664,5.034566890517995,1
4.0,16,55.0,30.0,8.0,4,DEN,punt,0.9907486370288,-0.7619918428914875,0
4.0,5,18.0,2550.0,-7.0,2,NE,field_goal,0.3311310910285246,-3.6772686204139657,0
4.0,15,79.0,2534.0,7.0,2,IND,punt,0.6256956650297203,-4.728523369232674,0
4.0,10,29.0,2151.0,-5.0,2,IND,field_goal,0.39348472772493,1.2256493318973842,0
4.0,7,13.0,1918.0,2.0,2,NE,field_goal,0.6587609449744187,0.2005887930770722,0
4.0,6,40.0,1803.0,-5.0,2,IND,field_goal,0.3834551509618662,-1.6310459772112786,0
4.0,4,39.0,1340.0,-12.0,3,IND,punt,0.1466889569356984,-0.0556503678582369,0
4.0,6,80.0,1208.0,12.0,3,NE,punt,0.8107117592503832,1.2939674378863844,0
4.0,2,69.0,472.0,-25.0,4,IND,punt,0.0020776476417341,-2.659365500266623,0
4.0,9,57.0,41.0,32.0,4,NE,punt,0.9999582458319024,-0.5304779364662958,0
4.0,2,58.0,3470.0,-7.0,1,BAL,punt,0.2486679566308316,0.6839083421896264,0
4.0,6,8.0,3206.0,-7.0,1,BAL,field_goal,0.3771883328536651,0.1017573127298527,0
4.0,17,62.0,3129.0,4.0,1,PIT,punt,0.5591299387320284,1.4566149979806404,0
4.0,3,66.0,3018.0,-4.0,1,BAL,punt,0.3432727986062093,1.4141550527618632,0
4.0,10,88.0,2913.0,4.0,1,PIT,punt,0.5032043499750645,-4.0638390539377,0
4.0,1,79.0,2798.0,-2.0,1,PIT,punt,0.3545699350184942,0.0133794814922771,0
4.0,13,22.0,2648.0,2.0,2,BAL,field_goal,0.6199921457586903,-3.804503071653398,0
4.0,14,55.0,2475.0,-2.0,2,PIT,punt,0.3863389650212248,-0.1952525133469418,0
4.0,17,65.0,2178.0,2.0,2,BAL,punt,0.5426233601058809,0.3686403028098626,0
4.0,1,70.0,2087.0,-2.0,2,PIT,punt,0.4035203554977765,-0.5536461813804581,0
4.0,3,40.0,1887.0,2.0,2,BAL,punt,0.5926126807423642,-1.7839475760618368,0
4.0,10,62.0,1821.0,-2.0,2,PIT,punt,0.4519289444807134,-0.2051709722679793,0
4.0,1,61.0,1686.0,2.0,3,BAL,punt,0.5383849091365867,0.5680137962199563,0
4.0,4,21.0,1315.0,2.0,3,BAL,field_goal,0.6307009641066512,0.6756637914749524,0
4.0,2,4.0,937.0,-5.0,3,PIT,field_goal,0.4247826622185874,0.0447147327486123,0
4.0,16,70.0,873.0,2.0,4,BAL,punt,0.4747287779503332,0.3184240677476275,0
4.0,19,56.0,626.0,-2.0,4,PIT,punt,0.4005218552301347,0.0109204294729776,0
4.0,2,73.0,529.0,2.0,4,BAL,punt,0.5115539438701301,0.0875489445374513,0
4.0,18,50.0,261.0,-2.0,4,PIT,punt,0.4104845115200363,-0.1426263339628297,0
4.0,5,60.0,72.0,2.0,4,BAL,punt,0.7959169168462149,-0.8459442421646051,0
4.0,1,14.0,3337.0,0.0,1,SF,field_goal,0.572157484465127,0.2168548133605963,0
4.0,12,82.0,3219.0,-3.0,1,CHI,punt,0.3066256661733497,0.7640445931078235,0
4.0,9,57.0,2812.0,-10.0,1,CHI,punt,0.1656126131437482,1.5760549526400316,0
4.0,18,19.0,2197.0,17.0,2,SF,field_goal,0.9540433315311072,0.4987304663159464,0
4.0,11,70.0,2074.0,-20.0,2,CHI,punt,0.0349749173787909,-0.3691764190059706,0
4.0,1,57.0,1961.0,20.0,2,SF,punt,0.9638004121623523,-0.1681571249879564,0
4.0,14,93.0,1911.0,-20.0,2,CHI,punt,0.0393784705610239,-0.8287554973244915,0
4.0,2,54.0,1852.0,20.0,2,SF,punt,0.9673461905969882,-0.8143529942847714,0
4.0,14,84.0,1704.0,-20.0,3,CHI,punt,0.0178298001525599,0.9815606336208216,0
4.0,1,75.0,1008.0,20.0,3,SF,punt,0.9552253188490112,0.7810592914178747,0
4.0,1,14.0,711.0,20.0,4,SF,field_goal,0.9897291204788818,0.2265982140502673,0
4.0,5,58.0,464.0,25.0,4,SF,punt,0.9970611810201264,0.6419791248494588,0
4.0,1,45.0,145.0,-25.0,4,CHI,run,0.0007380335767909824,-2.484122354614926,1
4.0,12,67.0,3209.0,-7.0,1,HOU,punt,0.2185654789007543,1.4721183516043963,0
4.0,10,82.0,3115.0,7.0,1,DET,punt,0.6297357420435228,1.645155488617982,0
4.0,6,70.0,3059.0,-7.0,1,HOU,punt,0.2204879846219676,1.5089327354408928,0
4.0,4,77.0,3009.0,7.0,1,DET,punt,0.7901064577767327,0.0,0
4.0,1,46.0,2888.0,-7.0,1,HOU,punt,0.3048800101071928,-0.544722445041139,0
4.0,3,71.0,2694.0,7.0,2,DET,punt,0.6428609715240209,0.2381435411893113,0
4.0,7,72.0,1722.0,-7.0,3,HOU,punt,0.197454887574581,1.5007749728260933,0
4.0,5,28.0,1328.0,7.0,3,DET,field_goal,0.7938653457153592,1.2194444893612515,0
4.0,10,66.0,1245.0,-3.0,3,DET,punt,0.333982221421373,-0.1793413337665881,0
4.0,4,27.0,1060.0,3.0,3,HOU,field_goal,0.6484431484082808,1.1423586230959937,0
4.0,6,77.0,735.0,-1.0,4,HOU,punt,0.3636643210972185,-0.8371108564202534,0
4.0,13,44.0,614.0,1.0,4,DET,punt,0.5509256478622313,-0.7781639712514609,0
4.0,4,79.0,554.0,-1.0,4,HOU,punt,0.368171598020174,-1.2086665653506636,0
4.0,17,43.0,469.0,1.0,4,DET,punt,0.5633593980445587,0.0056742342783269,0
4.0,7,41.0,248.0,-1.0,4,HOU,pass,0.4882597046255346,2.8915772268185407,1
4.0,10,45.0,48.0,-6.0,4,DET,punt,0.0371146662686199,-0.796664526632905,0
4.0,16,33.0,583.0,6.0,5,HOU,field_goal,0.7426322304402996,-3.5048026347126653,0
4.0,10,45.0,522.0,-6.0,5,DET,punt,0.5277154073951164,-0.2718980774261178,0
4.0,22,92.0,3541.0,0.0,1,WAS,punt,0.3723208146979326,0.5079198018897646,0
4.0,11,12.0,3267.0,0.0,1,DAL,field_goal,0.5757692406486443,0.1654149701151537,0
4.0,13,54.0,3039.0,-3.0,1,WAS,punt,0.3868562611829607,0.6637294912263947,0
4.0,6,64.0,2818.0,3.0,1,DAL,punt,0.5356208001648278,1.8144919595718725,0
4.0,5,79.0,2124.0,-11.0,2,DAL,punt,0.1320219023181423,0.2222125691677743,0
4.0,15,15.0,1613.0,-25.0,3,DAL,field_goal,0.0219933425937674,0.2532835553221,0
4.0,6,83.0,1474.0,22.0,3,WAS,punt,0.9559823958056156,0.983825080941263,0
4.0,13,70.0,1409.0,-22.0,3,DAL,punt,0.0114545647055238,1.5394625296598636,0
4.0,7,66.0,1235.0,22.0,3,WAS,punt,0.9694095512687118,0.8317000395000975,0
4.0,6,47.0,1004.0,22.0,3,WAS,punt,0.984499355192194,-0.4939296939314521,0
4.0,3,11.0,504.0,-14.0,4,DAL,pass,0.0952201056182794,4.364688825211805,1
4.0,8,30.0,183.0,7.0,4,WAS,field_goal,0.919930683110464,1.230596433357398,0
4.0,10,33.0,23.0,-10.0,4,DAL,field_goal,0.0286155530235967,1.4361181282125244,0
4.0,6,77.0,3517.0,0.0,1,NE,punt,0.411059882741044,0.5738033101048816,0
4.0,9,21.0,3309.0,0.0,1,NE,field_goal,0.5585828447770118,-3.7056282568662366,0
4.0,1,31.0,2406.0,-7.0,2,NYJ,run,0.3189991488975464,-2.313702688290059,1
4.0,15,66.0,2108.0,-26.0,2,NYJ,punt,0.0043303092505478,-0.0496991578801507,0
4.0,1,21.0,1828.0,-33.0,2,NYJ,pass,0.0004561287707637969,1.4428877523881676,1
4.0,1,70.0,1669.0,-30.0,3,NYJ,punt,0.0004214729240888007,0.3670268796085656,0
4.0,6,86.0,583.0,-35.0,4,NYJ,punt,3.311465238024455e-06,0.8581046390395555,0
4.0,6,39.0,249.0,35.0,4,NE,punt,0.9999991594774412,-1.3455230846861252,0
4.0,10,86.0,39.0,28.0,4,NE,punt,0.9995582965838958,-1.1403168904444636,0
4.0,2,20.0,3516.0,0.0,1,TEN,field_goal,0.5535594879005609,0.5786648068197175,0
4.0,27,42.0,3247.0,-3.0,1,JAC,punt,0.4191915768103987,-0.1765682050570274,0
4.0,3,82.0,3160.0,3.0,1,TEN,punt,0.5139019400959719,1.355400171991336,0
4.0,3,24.0,2374.0,-4.0,2,TEN,field_goal,0.4392362582514964,-3.667691882839649,0
4.0,19,65.0,2211.0,4.0,2,JAC,punt,0.5732890173068121,1.612507555947801,0
4.0,3,55.0,1914.0,-4.0,2,TEN,punt,0.3865267666018939,-1.2634617859855797,0
4.0,3,45.0,1852.0,4.0,2,JAC,pass,0.6681357574242018,-2.402218420094849,1
4.0,4,22.0,1815.0,-4.0,2,TEN,field_goal,0.4525825330382795,0.6575840480117554,0
4.0,18,82.0,1607.0,-1.0,3,TEN,punt,0.3560271395269033,2.0714965392628057,0
4.0,11,21.0,1114.0,-8.0,3,TEN,field_goal,0.2775898499087612,0.6822601977031555,0
4.0,13,83.0,1024.0,5.0,3,JAC,punt,0.554840530888023,3.205623486810691,0
4.0,13,94.0,900.0,-5.0,4,TEN,punt,0.1905414738949546,0.2411244622151742,0
4.0,14,40.0,783.0,5.0,4,JAC,punt,0.704428528670414,-0.915747600078252,0
4.0,10,15.0,609.0,-5.0,4,TEN,field_goal,0.3989435773938129,0.2641401760232358,0
4.0,17,87.0,220.0,2.0,4,JAC,punt,0.5171534151151501,0.1395108096775035,0
4.0,9,23.0,29.0,2.0,4,JAC,field_goal,0.9715457312301418,0.7219326568232804,0
4.0,13,70.0,3386.0,0.0,1,IND,punt,0.4259064354884128,0.590218647984512,0
4.0,14,73.0,3316.0,0.0,1,BUF,punt,0.4205743994554849,-4.73488967821269,0
4.0,5,15.0,2973.0,-6.0,1,BUF,field_goal,0.3760006756559975,0.2616016665377962,0
4.0,13,50.0,2726.0,3.0,1,IND,punt,0.5805214946370921,1.1710049285465802,0
4.0,6,84.0,2610.0,-3.0,2,BUF,punt,0.2867569402644283,-0.4576501021450494,0
4.0,14,34.0,2418.0,-3.0,2,BUF,punt,0.4159241462229728,-1.2643973163801063,0
4.0,3,7.0,2053.0,3.0,2,IND,field_goal,0.6899785754360591,0.0925090728533408,0
4.0,6,13.0,1941.0,-6.0,2,BUF,field_goal,0.3872503749922665,0.182975077698138,0
4.0,10,53.0,1865.0,3.0,2,IND,punt,0.6102681852065766,-0.7953533857810828,0
4.0,6,88.0,1844.0,-3.0,2,BUF,punt,0.3944217675288012,-1.4067081474403424,0
4.0,1,1.0,1801.0,3.0,2,IND,field_goal,0.7053432980971883,0.0206152032865141,0
4.0,5,48.0,1633.0,-6.0,3,BUF,punt,0.2925135571113666,0.1086378953855953,0
4.0,2,72.0,1110.0,-13.0,3,BUF,punt,0.0869136827660487,1.628195870276547,0
4.0,5,83.0,981.0,13.0,3,IND,punt,0.84012130858659,1.6306186563532206,0
4.0,7,73.0,579.0,6.0,4,IND,punt,0.6612359415357963,0.5201021488782356,0
4.0,8,51.0,212.0,-6.0,4,BUF,punt,0.1733291060532913,0.1905322622287155,0
4.0,16,86.0,3453.0,-6.0,1,CLE,punt,0.2038431686507326,0.8501038814585393,0
4.0,3,11.0,3250.0,-6.0,1,CLE,field_goal,0.3939916816587238,0.1471269251097506,0
4.0,1,59.0,3001.0,3.0,1,PIT,punt,0.5814884106782594,-0.1955997790863743,0
4.0,7,50.0,2889.0,-3.0,1,CLE,punt,0.3962204266290196,-0.6185387036633787,0
4.0,4,74.0,2846.0,3.0,1,PIT,punt,0.5184854103817705,-0.5612315702245667,0
4.0,3,53.0,2723.0,-3.0,1,CLE,punt,0.3830205094430409,-0.0729599390527762,0
4.0,8,76.0,2347.0,-4.0,2,PIT,punt,0.300796107047026,-0.6260627034663446,0
4.0,4,14.0,2025.0,4.0,2,CLE,field_goal,0.7209705851237047,0.2133237208761587,0
4.0,17,41.0,1918.0,7.0,2,CLE,punt,0.7703843747286601,-1.6859051223117445,0
4.0,10,79.0,1594.0,0.0,3,PIT,punt,0.4022036608554664,1.8183577956716537,0
4.0,5,59.0,1391.0,0.0,3,CLE,punt,0.4582016144627316,0.8073434747551791,0
4.0,17,78.0,1021.0,-7.0,3,PIT,punt,0.1627551720042491,1.9263535236599931,0
4.0,17,87.0,865.0,7.0,4,CLE,punt,0.6273182247715944,-0.534169930081569,0
4.0,23,81.0,560.0,7.0,4,CLE,punt,0.6751416678712487,0.4408769515083914,0
4.0,4,59.0,480.0,-7.0,4,PIT,punt,0.1857515800958596,-1.6788694022252404,0
4.0,4,44.0,320.0,7.0,4,CLE,punt,0.8374516788740759,-0.8602912965398803,0
4.0,7,78.0,166.0,7.0,4,CLE,punt,0.8434713238525531,0.2984335233545265,0
4.0,8,38.0,28.0,7.0,4,CLE,punt,0.992038115042608,-1.1883834150324768,0
4.0,20,75.0,3404.0,0.0,1,OAK,punt,0.4101150261498885,0.1394035171480498,0
4.0,5,70.0,3159.0,-7.0,1,OAK,punt,0.2205985869512026,2.005025586253554,0
4.0,10,74.0,2857.0,-14.0,1,OAK,punt,0.0937025214857783,1.342022115162671,0
4.0,1,69.0,2755.0,14.0,1,CIN,punt,0.8538802952918307,-0.602225363451272,0
4.0,3,54.0,2614.0,-14.0,2,OAK,punt,0.1140461842424653,0.2260931431872086,0
4.0,1,45.0,1915.0,-21.0,2,OAK,run,0.0437959645229958,-2.889800601255912,1
4.0,5,30.0,1845.0,21.0,2,CIN,field_goal,0.9846046534563032,-3.0577650816574997,0
4.0,9,79.0,1750.0,24.0,3,CIN,punt,0.9736672907048728,-0.3324964748150876,0
4.0,7,37.0,1534.0,-24.0,3,OAK,field_goal,0.0143396440346189,2.4879999358965303,0
4.0,5,78.0,1467.0,21.0,3,CIN,punt,0.9493586795577036,-0.2202908970877759,0
4.0,7,54.0,1333.0,-21.0,3,OAK,punt,0.0256907148571785,0.3927202602219526,0
4.0,17,92.0,1237.0,21.0,3,CIN,punt,0.9400776389481952,0.4208267672070711,0
4.0,13,83.0,940.0,14.0,3,CIN,punt,0.8571235205122834,0.0187687080532672,0
4.0,2,2.0,753.0,14.0,4,CIN,field_goal,0.9468405910193468,0.0247535281828534,0
4.0,24,53.0,540.0,-17.0,4,OAK,punt,0.0379205030465645,-0.0102168578967216,0
4.0,10,69.0,114.0,-24.0,4,OAK,pass,0.0006311941329202048,-0.0467338118086837,1
4.0,3,16.0,3264.0,0.0,1,KC,field_goal,0.5713917795775862,0.3043822717928712,0
4.0,12,82.0,3189.0,-3.0,1,DEN,punt,0.3076763369298146,-0.9930675979059114,0
4.0,2,4.0,2975.0,3.0,1,KC,field_goal,0.6857337312126767,0.0434675286421333,0
4.0,12,29.0,2782.0,-6.0,1,DEN,field_goal,0.3404125565347821,-3.8369953068002474,0
4.0,6,58.0,2667.0,6.0,2,KC,punt,0.6502786308440948,-0.0291664062591041,0
4.0,17,42.0,2123.0,6.0,2,KC,punt,0.6920504656951983,-0.3206221557782516,0
4.0,4,15.0,1621.0,1.0,3,DEN,field_goal,0.611280865022174,-3.4211105171428304,0
4.0,1,31.0,1360.0,-1.0,3,KC,field_goal,0.4972362071611914,1.5347529482775513,0
4.0,4,54.0,980.0,-5.0,3,KC,punt,0.3016501162956383,-0.4402772766799225,0
4.0,12,51.0,808.0,5.0,4,DEN,punt,0.6603768334381175,-0.6354524823198036,0
4.0,10,62.0,675.0,-5.0,4,KC,punt,0.2579934967342127,1.023525678228942,0
4.0,8,86.0,626.0,5.0,4,DEN,punt,0.5779127336186033,0.3387078050740615,0
4.0,13,45.0,490.0,-5.0,4,KC,punt,0.3019017006006799,0.2283496255024011,0
4.0,10,98.0,469.0,5.0,4,DEN,punt,0.5827264439445512,-0.197424012796934,0
4.0,6,46.0,395.0,-5.0,4,KC,punt,0.3021680816084173,-0.7653491423531258,0
4.0,11,16.0,18.0,5.0,4,DEN,field_goal,0.9863592503864718,0.2919644932248633,0
4.0,3,77.0,3520.0,0.0,1,SEA,punt,0.418561277688446,0.4154740821793603,0
4.0,11,55.0,3304.0,0.0,1,MIA,punt,0.4709253330576224,-0.7646432593607997,0
4.0,12,72.0,3201.0,0.0,1,SEA,punt,0.4284909055966809,1.8645358331847144,0
4.0,15,40.0,3085.0,0.0,1,SEA,punt,0.5213926886485206,-0.3002035740867372,0
4.0,5,75.0,2981.0,0.0,1,MIA,punt,0.4330323443255842,-0.7215887541467534,0
4.0,3,48.0,2852.0,0.0,1,SEA,punt,0.4965152948385271,-0.1565036952219598,0
4.0,1,60.0,2700.0,0.0,2,MIA,punt,0.4688608507545219,-0.3821243013720576,0
4.0,1,38.0,2410.0,0.0,2,SEA,punt,0.5414842268239479,-0.9868658428596108,0
4.0,1,57.0,1649.0,0.0,3,MIA,punt,0.4850447717916223,-0.2857266237268632,0
4.0,7,45.0,943.0,-7.0,3,MIA,punt,0.2433693505433811,0.3414342962945643,0
4.0,4,60.0,731.0,7.0,4,SEA,punt,0.7361096339059748,0.1295199601002343,0
4.0,19,49.0,98.0,0.0,4,SEA,punt,0.6221201575179499,-1.066313286524947,0
4.0,5,13.0,3163.0,0.0,1,ATL,field_goal,0.5783969127430502,0.1900607712656903,0
4.0,19,89.0,2247.0,-3.0,2,TB,punt,0.305728474331089,0.2059724321301623,0
4.0,4,4.0,2021.0,-3.0,2,TB,field_goal,0.475375768166539,0.0479349405191311,0
4.0,10,24.0,1422.0,0.0,3,TB,field_goal,0.551984251980487,0.8999380825762704,0
4.0,6,76.0,1310.0,-4.0,3,TB,punt,0.2698663452511237,0.3681719015336298,0
4.0,7,63.0,1221.0,4.0,3,ATL,punt,0.5753502068210323,0.8612402508079622,0
4.0,4,30.0,633.0,3.0,4,TB,field_goal,0.6599867752665358,1.4096463704778972,0
4.0,7,38.0,217.0,-1.0,4,TB,field_goal,0.471054647356178,-2.6172486976584857,0
4.0,11,30.0,13.0,1.0,4,ATL,field_goal,0.98148873139189,-2.989321646045816,0
4.0,6,76.0,3503.0,0.0,1,MIN,punt,0.4139626126451646,1.0460768024638245,0
4.0,4,22.0,3442.0,0.0,1,MIN,field_goal,0.5521100973503992,0.7407583430784719,0
4.0,9,77.0,3323.0,-3.0,1,CHI,punt,0.3164826207849792,0.8639244138300699,0
4.0,1,69.0,3051.0,-4.0,1,MIN,punt,0.3383867049354208,-1.8474727307303345,0
4.0,21,29.0,2737.0,4.0,1,CHI,field_goal,0.6457279592674824,1.3277661578735276,0
4.0,6,12.0,2525.0,-7.0,2,MIN,field_goal,0.3541720380673169,-3.4125195129176724,0
4.0,1,42.0,2208.0,7.0,2,CHI,run,0.7536209094468223,2.235494939153609,1
4.0,5,75.0,1893.0,-22.0,2,MIN,punt,0.0257825926814831,-1.1078663418777577,0
4.0,1,28.0,1142.0,15.0,3,CHI,field_goal,0.9309962656668096,1.2276928302587955,0
4.0,2,8.0,851.0,-18.0,4,MIN,pass,0.0690639665507577,-2.2966254651905453,1
4.0,5,74.0,649.0,18.0,4,CHI,punt,0.9442577387496844,0.624347596312105,0
4.0,12,78.0,578.0,-18.0,4,MIN,punt,0.0210134242950812,0.2264107834560307,0
4.0,8,64.0,512.0,18.0,4,CHI,punt,0.9610264349136772,0.4761025030520311,0
4.0,2,42.0,330.0,18.0,4,CHI,punt,0.9843178421195744,-0.8212002772120313,0
4.0,5,47.0,225.0,-18.0,4,MIN,pass,0.0117180763858233,2.431980772537351,1
4.0,1,31.0,156.0,-18.0,4,MIN,run,0.0081574451769378,-2.3929181568364712,1
4.0,9,65.0,3405.0,0.0,1,SD,punt,0.4408460198669261,1.9372768988324245,0
4.0,10,60.0,3149.0,0.0,1,BAL,punt,0.4631706167990188,0.4716734024973099,0
4.0,15,84.0,3014.0,0.0,1,SD,punt,0.4053515838827673,2.000343005574684,0
4.0,19,43.0,2794.0,0.0,1,BAL,punt,0.4963238752522731,-0.6234126379433833,0
4.0,1,77.0,2702.0,0.0,1,SD,punt,0.4324680430424348,-0.5180824033223157,0
4.0,9,65.0,2633.0,0.0,2,BAL,punt,0.4333396577804448,0.4701909597406692,0
4.0,1,27.0,2479.0,0.0,2,SD,run,0.5429679867512293,1.970326797524275,1
4.0,2,76.0,2287.0,-7.0,2,BAL,punt,0.2271793563156401,0.7722673052834899,0
4.0,17,29.0,1988.0,7.0,2,SD,field_goal,0.7847022573392709,1.144791623244438,0
4.0,16,86.0,1937.0,-10.0,2,BAL,punt,0.1601600013804813,0.0791940091637581,0
4.0,2,56.0,1915.0,10.0,2,SD,punt,0.8360881363543828,-1.1661413138276846,0
4.0,2,63.0,1811.0,-10.0,2,BAL,punt,0.1870915562844362,0.0304020017976367,0
4.0,8,25.0,1643.0,-10.0,3,BAL,field_goal,0.2241673473758523,0.9606614951071624,0
4.0,5,75.0,1530.0,7.0,3,SD,punt,0.6528721556285878,0.8160809613563673,0
4.0,23,72.0,1389.0,-7.0,3,BAL,punt,0.181909144726326,0.5966691220708173,0
4.0,13,70.0,1291.0,7.0,3,SD,punt,0.6581305641535378,1.0780720823361405,0
4.0,1,14.0,934.0,-7.0,3,BAL,run,0.3225765144929274,-2.957815638170883,1
4.0,6,12.0,475.0,7.0,4,SD,field_goal,0.8617388196814011,0.1715859380579165,0
4.0,4,74.0,205.0,3.0,4,SD,punt,0.6249850224605783,-0.7538221291974158,0
4.0,29,63.0,119.0,-3.0,4,BAL,pass,0.2666614606805503,2.5558612305947226,1
4.0,4,50.0,652.0,0.0,5,SD,punt,0.3649500159126303,-0.1251141207703843,0
4.0,8,52.0,395.0,0.0,5,BAL,punt,0.3995982763375393,-0.5632243434213455,0
4.0,3,73.0,308.0,0.0,5,SD,punt,0.2201945873576094,0.9522525967798516,0
4.0,14,20.0,72.0,0.0,5,BAL,field_goal,0.8708156134955877,0.5483111029706711,0
4.0,5,46.0,3404.0,0.0,1,STL,punt,0.4980785277806799,0.2929718666882255,0
4.0,8,53.0,2738.0,-7.0,1,STL,punt,0.2460482633092827,-1.38810721270993,0
4.0,8,78.0,2614.0,1.0,2,ARI,punt,0.4369629353402113,1.4386225878836467,0
4.0,14,83.0,2482.0,-1.0,2,STL,punt,0.3679850323164766,0.5488237275144876,0
4.0,4,74.0,2024.0,8.0,2,ARI,punt,0.7317275078806649,-0.0854026360581834,0
4.0,3,44.0,1577.0,4.0,3,ARI,punt,0.6460486610850554,0.0774493028702734,0
4.0,15,17.0,1297.0,3.0,3,STL,field_goal,0.6798150414345425,-3.6010315117477267,0
4.0,11,76.0,1172.0,-3.0,3,ARI,punt,0.2937571993389152,1.0198373436063448,0
4.0,10,58.0,1071.0,3.0,3,STL,punt,0.5530761375663613,0.0233857619509092,0
4.0,1,75.0,922.0,-9.0,3,ARI,punt,0.1428836528004664,0.2537282233540228,0
4.0,1,67.0,818.0,9.0,4,STL,punt,0.7889757231310514,-0.3601793287354373,0
4.0,5,71.0,758.0,-9.0,4,ARI,punt,0.1295134136827262,0.2445301570579534,0
4.0,1,2.0,332.0,9.0,4,STL,field_goal,0.9310822118648436,0.0264035149212169,0
4.0,6,10.0,180.0,-12.0,4,ARI,pass,0.0561314317830882,-3.044908980171048,1
4.0,18,82.0,148.0,12.0,4,STL,punt,0.9639499969610597,-1.8332134045582824,0
4.0,10,11.0,49.0,-12.0,4,ARI,pass,0.0114550554764419,-2.261025039035303,1
4.0,8,72.0,3513.0,0.0,1,NO,punt,0.4192471511689333,0.8618548888476323,0
4.0,1,62.0,3384.0,0.0,1,SF,punt,0.4727330667914574,1.078389886870006,0
4.0,3,83.0,3275.0,0.0,1,NO,punt,0.4174738532808674,0.3064265613118677,0
4.0,14,59.0,2644.0,0.0,2,SF,punt,0.4143000518875329,0.251187971015065,0
4.0,30,59.0,2330.0,0.0,2,NO,punt,0.4928879223086175,5.338980642309831,0
4.0,7,47.0,2026.0,-7.0,2,SF,punt,0.2487486878371439,-0.3281284838599558,0
4.0,1,80.0,1920.0,7.0,2,NO,punt,0.71748844985356,-0.3816722890461708,0
4.0,8,78.0,1223.0,5.0,3,SF,punt,0.5688139198241351,-0.0371718853983686,0
4.0,24,56.0,1045.0,-5.0,3,NO,punt,0.2735647669304517,1.5113983946607188,0
4.0,9,9.0,473.0,5.0,4,SF,field_goal,0.8086605995174251,0.1233715072406647,0
4.0,11,64.0,312.0,-8.0,4,NO,pass,0.1166710813322088,-2.596803203610784,1
4.0,6,32.0,287.0,8.0,4,SF,field_goal,0.8977930162057957,-3.279138903853795,0
4.0,4,54.0,244.0,-8.0,4,NO,pass,0.1266476118338087,-2.704141643804102,1
4.0,2,81.0,31.0,-8.0,4,NO,pass,0.0137406662761567,0.8366216671357551,1
4.0,6,79.0,3292.0,0.0,1,NYG,punt,0.4166660394836405,-0.3065371303129471,0
4.0,5,37.0,3141.0,0.0,1,GB,field_goal,0.5083822481549014,-3.163403071476438,0
4.0,2,25.0,2729.0,7.0,1,NYG,field_goal,0.770050680877418,0.9886119508354332,0
4.0,7,76.0,2631.0,-10.0,2,GB,punt,0.1366432858129043,-0.2745591040149411,0
4.0,1,11.0,2024.0,-17.0,2,GB,field_goal,0.1044246713650452,0.1489746067495012,0
4.0,3,66.0,1920.0,14.0,2,NYG,punt,0.8880613704034457,-0.4942791637290187,0
4.0,20,79.0,1668.0,-21.0,3,GB,punt,0.0134340748502085,1.3841594839957816,0
4.0,1,49.0,1488.0,21.0,3,NYG,punt,0.9764332746031332,0.0335144128224689,0
4.0,17,82.0,1281.0,-21.0,3,GB,punt,0.011407984074561,0.0078579460153114,0
4.0,5,14.0,863.0,-28.0,4,GB,pass,0.0046011237611668,-2.6232265003910964,1
4.0,2,34.0,524.0,28.0,4,NYG,pass,0.999783722993643,2.760793640651237,1
4.0,1,1.0,303.0,28.0,4,NYG,pass,0.9999722062727192,-2.872207473475662,1
4.0,4,53.0,21.0,-28.0,4,GB,punt,8.87084525105285e-09,-0.5083607013917227,0
4.0,14,18.0,3375.0,0.0,1,PHI,field_goal,0.5643209144922586,0.428337146335386,0
4.0,12,86.0,2966.0,-4.0,1,PHI,punt,0.2693449699156225,0.2171270675317487,0
4.0,2,23.0,2659.0,-11.0,2,PHI,field_goal,0.1987075026247115,0.8419511874852499,0
4.0,8,72.0,2509.0,8.0,2,CAR,punt,0.6861615188694704,-0.00043892952430302223,0
4.0,3,50.0,2316.0,2.0,2,CAR,punt,0.5618578965734853,-2.434641497675492,0
4.0,10,26.0,2000.0,-2.0,2,PHI,field_goal,0.4942470646758207,0.9294885569301758,0
4.0,8,65.0,1892.0,-1.0,2,CAR,punt,0.4708872684758673,-1.705816840866888,0
4.0,11,59.0,1848.0,1.0,2,PHI,punt,0.5490488602267009,-0.829116939455198,0
4.0,7,65.0,1183.0,6.0,3,CAR,punt,0.6437061832289158,-0.2223034103929826,0
4.0,28,85.0,989.0,-1.0,3,CAR,punt,0.3334193420255702,0.5035981541262711,0
4.0,3,5.0,763.0,-1.0,4,CAR,field_goal,0.5456591122596831,0.0596858110861102,0
4.0,1,40.0,522.0,-2.0,4,PHI,run,0.4540545966792472,-3.515424916055652,1
4.0,7,77.0,3176.0,7.0,1,ATL,punt,0.6419675992556313,0.6121355616757702,0
4.0,2,48.0,3006.0,-7.0,1,NO,punt,0.2862265864856765,0.1053667335313008,0
4.0,10,68.0,2905.0,7.0,1,ATL,punt,0.6605182599908119,1.8880114839038296,0
4.0,2,80.0,2808.0,-7.0,1,NO,punt,0.204030474338687,-1.2499748718441592,0
