down,ydstogo,yardline_100,game_seconds_remaining,score_differential,qtr,posteam,play_type,wp,epa,go_for_it
4.0,5,41.0,1599.0,10.0,3,MIN,punt,0.8362819789671633,0.0151281919709038,0
4.0,6,89.0,1512.0,-10.0,3,DET,punt,0.1167646024252285,-0.1498315364070523,0
4.0,5,5.0,1214.0,10.0,3,MIN,field_goal,0.8784482209600936,0.0568426989401582,0
4.0,2,71.0,611.0,7.0,4,MIN,punt,0.7172083966142192,-1.7740741293689122,0
4.0,20,62.0,561.0,-7.0,4,DET,punt,0.1812513754627444,-0.0102711736089369,0
4.0,1,15.0,279.0,14.0,4,MIN,field_goal,0.9768881771043856,0.2513446472406047,0
4.0,2,19.0,3264.0,7.0,1,ATL,field_goal,0.791984783546385,0.507932850027959,0
4.0,1,49.0,2944.0,3.0,1,ATL,punt,0.5909148160470027,-0.2703204878124527,0
4.0,9,69.0,2045.0,-3.0,2,NO,punt,0.3818027914668043,0.232358942792757,0
4.0,11,78.0,1945.0,3.0,2,ATL,punt,0.535391872731493,0.077245426864268,0
4.0,12,82.0,1705.0,4.0,3,NO,punt,0.5250584838509347,1.6333322948401685,0
4.0,2,72.0,1381.0,-11.0,3,ATL,punt,0.1205300380343516,0.542940511563843,0
4.0,13,63.0,1159.0,11.0,3,NO,punt,0.8131417576908924,1.8631363013126725,0
4.0,2,72.0,720.0,4.0,4,NO,punt,0.5791675694905822,-0.3842057229469977,0
4.0,2,2.0,552.0,-4.0,4,ATL,field_goal,0.4485741206386399,0.0255420791632654,0
4.0,11,13.0,359.0,1.0,4,NO,field_goal,0.6641225876005571,0.1911970750337452,0
4.0,2,2.0,106.0,-4.0,4,ATL,pass,0.4408189390336067,-2.9569143307009007,1
4.0,8,96.0,49.0,4.0,4,NO,punt,0.9084751446310356,-0.5253063531895965,0
4.0,1,60.0,16.0,-4.0,4,ATL,pass,0.0251451471579981,-0.4359976328642089,1
4.0,1,40.0,3278.0,0.0,1,NYJ,run,0.5298327848579263,-3.698281754875461,1
4.0,1,76.0,3095.0,-7.0,1,NYJ,punt,0.2280681001524176,-0.8702097031080909,0
4.0,11,61.0,2994.0,7.0,1,SEA,punt,0.684718997829169,0.6878490716970438,0
4.0,17,88.0,2914.0,-7.0,1,NYJ,punt,0.1821855058710602,0.6862248808122056,0
4.0,6,93.0,2328.0,1.0,2,SEA,punt,0.4592934524767379,-0.3829108069670921,0
4.0,8,49.0,2269.0,-1.0,2,NYJ,punt,0.4536621670424388,-0.0737225351555641,0
4.0,5,85.0,2156.0,1.0,2,SEA,punt,0.4916163791453904,4.699954278453204,0
4.0,6,77.0,1889.0,-8.0,2,NYJ,punt,0.2353645055436472,-1.475374749357626,0
4.0,23,55.0,1836.0,8.0,2,SEA,punt,0.7793640783405895,-0.8173417861202904,0
4.0,2,74.0,1713.0,8.0,3,SEA,punt,0.7036564874035458,0.047931337112961,0
4.0,2,47.0,1556.0,-8.0,3,NYJ,punt,0.2367163407951723,0.0322463409119888,0
4.0,1,56.0,1240.0,8.0,3,SEA,punt,0.7752589240173167,-0.6129062722856793,0
4.0,13,58.0,1021.0,-8.0,3,NYJ,punt,0.1773208520768341,0.6286558180462944,0
4.0,10,65.0,432.0,-22.0,4,NYJ,punt,0.0059908663831924,0.4504427934175052,0
4.0,3,35.0,120.0,22.0,4,SEA,pass,0.9991191876277224,-1.030256622403105,1
4.0,4,74.0,2748.0,0.0,1,PHI,punt,0.4226416130640009,-0.2060577601056827,0
4.0,5,60.0,2696.0,0.0,2,DAL,punt,0.4513508300998648,0.2955678865868643,0
4.0,2,63.0,2509.0,0.0,2,PHI,punt,0.441453446820825,-0.0632826184498158,0
4.0,22,57.0,2268.0,0.0,2,DAL,punt,0.490862580380628,-0.1807706952097731,0
4.0,5,73.0,2170.0,0.0,2,PHI,punt,0.446077330629778,-0.240355815557983,0
4.0,2,11.0,2034.0,0.0,2,DAL,field_goal,0.5974547817700878,0.1492160020408803,0
4.0,5,73.0,1951.0,-3.0,2,PHI,punt,0.3684108708405808,-0.4414749230615568,0
4.0,1,41.0,1853.0,3.0,2,DAL,punt,0.6334017270050701,-1.336744300226153,0
4.0,2,84.0,1820.0,-3.0,2,PHI,punt,0.3929326651584368,0.0923544979233755,0
4.0,14,84.0,1755.0,3.0,3,DAL,punt,0.4898250593739367,1.0074350309495372,0
4.0,4,77.0,1555.0,-4.0,3,DAL,punt,0.2776808799821429,0.9795174813196116,0
4.0,13,22.0,1176.0,4.0,3,PHI,field_goal,0.7122689984754685,0.7603981782423554,0
4.0,8,71.0,832.0,0.0,4,PHI,punt,0.4256240509964011,-5.3432102034613,0
4.0,16,59.0,509.0,-12.0,4,PHI,punt,0.0808538819900389,0.0956292015822692,0
4.0,6,70.0,333.0,12.0,4,DAL,punt,0.916588308241109,0.259067116330237,0
4.0,9,33.0,161.0,-12.0,4,PHI,pass,0.0366556665482838,5.057117669770182,1
4.0,6,43.0,59.0,6.0,4,DAL,punt,0.9732928040303306,-1.259501514008339,0
4.0,9,79.0,3491.0,0.0,1,SF,punt,0.4045252284247763,0.904677564173171,0
4.0,3,45.0,3063.0,-7.0,1,SF,punt,0.2920205034715356,0.0825727837612666,0
4.0,1,48.0,2522.0,-14.0,2,SF,run,0.1196847562656272,2.3002000502881206,1
4.0,2,77.0,2199.0,7.0,2,STL,punt,0.6909456523395495,-0.4402919813950305,0
4.0,16,49.0,1968.0,-7.0,2,SF,punt,0.2644521830434797,-0.5452005864056327,0
4.0,3,73.0,1937.0,7.0,2,STL,punt,0.7177202596733243,-2.011753347611326,0
4.0,7,37.0,1914.0,-7.0,2,SF,punt,0.3133063939357379,-1.504007969910793,0
4.0,4,90.0,1849.0,7.0,2,STL,pass,0.7172700412964443,1.2419557434236923,1
4.0,2,53.0,1560.0,7.0,3,STL,punt,0.7290638494949134,0.7643528971581985,0
4.0,9,80.0,1440.0,-7.0,3,SF,punt,0.1762293541704791,1.09740977736384,0
4.0,9,9.0,922.0,7.0,3,STL,field_goal,0.8246995673930066,0.1217803037354592,0
4.0,1,21.0,609.0,-10.0,4,SF,run,0.1987354420525,1.932469111819932,1
4.0,8,67.0,323.0,-4.0,4,STL,pass,0.2528247925436136,3.410211785968259,1
4.0,1,73.0,780.0,0.0,5,STL,punt,0.3063619454399601,-1.318356189534715,0
4.0,8,23.0,494.0,0.0,5,SF,field_goal,0.8660954919135185,-3.60631798918093,0
4.0,9,40.0,168.0,0.0,5,STL,field_goal,0.5105227875686621,-2.1816934277704316,0
4.0,15,57.0,108.0,0.0,5,SF,punt,0.235746170010771,-0.8891358970791131,0
4.0,5,77.0,3520.0,0.0,1,HOU,punt,0.4127997218745991,-0.3068196355513604,0
4.0,2,2.0,3196.0,0.0,1,HOU,field_goal,0.5827172851833778,0.0226391984707485,0
4.0,1,43.0,2989.0,-3.0,1,CHI,run,0.4387091956994288,-2.3717164046266914,1
4.0,5,33.0,2577.0,-3.0,2,CHI,field_goal,0.4162433590808367,1.8003328568548942,0
4.0,9,56.0,2332.0,0.0,2,HOU,punt,0.4768617988804033,-0.2398213587099622,0
4.0,3,73.0,2264.0,0.0,2,CHI,punt,0.4584553368982946,-0.5050363468498305,0
4.0,16,78.0,1859.0,7.0,2,HOU,punt,0.7200562709855624,-0.4485961558628245,0
4.0,6,37.0,1477.0,-7.0,3,CHI,punt,0.2884250883831382,0.0036125359047041,0
4.0,7,94.0,1388.0,7.0,3,HOU,punt,0.611086094160664,1.1051866843533338,0
4.0,4,56.0,1305.0,-7.0,3,CHI,punt,0.229956231149497,0.3154926933661106,0
4.0,2,76.0,1226.0,7.0,3,HOU,punt,0.6671655644758957,-1.1973417206622394,0
4.0,6,6.0,1020.0,-7.0,3,CHI,field_goal,0.3312576564953454,0.0735250044498996,0
4.0,11,69.0,830.0,4.0,4,HOU,punt,0.572546622625775,-0.5534482294729506,0
4.0,7,30.0,705.0,-4.0,4,CHI,field_goal,0.3807532125679919,-3.6957498752355646,0
4.0,7,59.0,653.0,4.0,4,HOU,punt,0.6209157628621496,0.5025288442430067,0
4.0,9,85.0,521.0,-4.0,4,CHI,punt,0.2284841536885959,-0.4996804864010076,0
4.0,8,24.0,295.0,4.0,4,HOU,field_goal,0.8051901527454246,0.8366247292001439,0
4.0,11,76.0,226.0,-7.0,4,CHI,punt,0.1038431463840442,-0.0618345882974007,0
4.0,12,69.0,162.0,7.0,4,HOU,punt,0.8681681997358499,-0.6290987310270626,0
4.0,8,60.0,65.0,-7.0,4,CHI,pass,0.0358570344511162,-0.3030007096941965,1
4.0,10,57.0,3435.0,0.0,1,KC,punt,0.4607668830866314,0.4505408799066681,0
4.0,7,57.0,3333.0,0.0,1,PIT,punt,0.4672496306146839,-0.6564107805966284,0
4.0,4,74.0,3118.0,-7.0,1,PIT,punt,0.2159631563663054,0.6381541943831435,0
4.0,3,43.0,2894.0,7.0,1,KC,punt,0.7338529409439504,-0.765118609065559,0
4.0,4,4.0,2664.0,7.0,2,KC,field_goal,0.7834584829457313,0.0451032054609177,0
4.0,8,17.0,2345.0,-10.0,2,PIT,field_goal,0.2582969912943864,0.3690393815991331,0
4.0,6,88.0,2231.0,7.0,2,KC,punt,0.6294886380305834,-0.7377321320551258,0
4.0,8,46.0,1841.0,0.0,2,KC,punt,0.5279175463296906,-1.155705158261869,0
4.0,7,75.0,1728.0,0.0,3,PIT,punt,0.4175454814472651,0.0701789538058732,0
4.0,3,15.0,1404.0,0.0,3,KC,field_goal,0.5738898528188277,-3.47934666363651,0
4.0,1,50.0,1220.0,0.0,3,PIT,run,0.4995317956099054,-3.7270344078266526,1
4.0,7,46.0,1132.0,0.0,3,KC,punt,0.4922430341203473,-0.3970193192992679,0
4.0,10,13.0,761.0,0.0,4,PIT,field_goal,0.5872215582250261,0.1965247484548253,0
4.0,11,70.0,695.0,-3.0,4,KC,punt,0.3076701702801274,0.8898404903374177,0
4.0,3,62.0,564.0,3.0,4,PIT,punt,0.5867201795304156,-0.8823192875071564,0
4.0,1,61.0,445.0,-3.0,4,KC,punt,0.3590028865150824,-0.3698621953128689,0
4.0,5,77.0,352.0,3.0,4,PIT,punt,0.5775239331899181,-0.3348359803686673,0
4.0,6,60.0,258.0,-3.0,4,KC,punt,0.3186716747893646,0.5491635550689622,0
4.0,1,58.0,120.0,3.0,4,PIT,punt,0.7568071589650294,-0.8585874344249554,0
4.0,15,55.0,22.0,-3.0,4,KC,pass,0.0518063286941864,2.234777029022977,1
4.0,3,72.0,3529.0,0.0,1,MIA,punt,0.428570093963449,-5.244530980841468,0
4.0,7,62.0,3391.0,-6.0,1,MIA,punt,0.2584837193334738,0.4095074372687923,0
4.0,1,67.0,3260.0,6.0,1,BUF,punt,0.655416551517324,-0.830996376452148,0
4.0,3,14.0,3016.0,6.0,1,BUF,field_goal,0.7767324414520891,0.2222363201489812,0
4.0,1,16.0,2743.0,2.0,1,BUF,field_goal,0.6249894386610285,0.3138508557921047,0
4.0,4,55.0,2582.0,-5.0,2,MIA,punt,0.3074253009422438,0.2841422717602162,0
4.0,10,24.0,2340.0,5.0,2,BUF,field_goal,0.7235810751536143,0.8920816093471675,0
4.0,4,57.0,2176.0,-8.0,2,MIA,punt,0.2306708012965993,-0.0878621356912523,0
4.0,6,59.0,1988.0,8.0,2,BUF,punt,0.7519673202532514,0.4566299728363994,0
4.0,15,98.0,1933.0,-8.0,2,MIA,punt,0.1970344815370028,-0.3283473266422523,0
4.0,7,36.0,1443.0,11.0,3,BUF,punt,0.8648641242662157,-0.9446608722663784,0
4.0,14,80.0,1314.0,-11.0,3,MIA,punt,0.1020773219912968,1.8130214519166217,0
4.0,12,78.0,1208.0,11.0,3,BUF,punt,0.7801842471114716,0.4873960892189894,0
4.0,7,32.0,1007.0,-11.0,3,MIA,field_goal,0.157598346553475,-3.6504415843921407,0
4.0,10,60.0,861.0,11.0,4,BUF,punt,0.834300745945203,0.3669091410546914,0
4.0,9,53.0,291.0,4.0,4,BUF,punt,0.6931339074366614,0.594190724785159,0
4.0,2,57.0,94.0,4.0,4,BUF,punt,0.9026331901195604,-1.0733422261999248,0
4.0,7,77.0,3559.0,0.0,1,DET,punt,0.4068714150785927,0.3036170403619125,0
4.0,11,51.0,3447.0,0.0,1,GB,punt,0.4773009932161152,1.6277047019670614,0
4.0,8,96.0,3392.0,0.0,1,DET,punt,0.3825277648652816,0.2850923628207442,0
4.0,4,31.0,3157.0,0.0,1,GB,pass,0.5459586293116271,-3.273364473661289,1
4.0,12,12.0,2969.0,0.0,1,DET,field_goal,0.5780481283090118,0.1694577688312621,0
4.0,3,62.0,2097.0,-3.0,2,GB,punt,0.3736723337225384,-0.6526486856937638,0
4.0,17,89.0,1607.0,-3.0,3,GB,punt,0.2747108673748406,1.6707929744717,0
4.0,10,45.0,817.0,-4.0,4,GB,punt,0.3448794092492861,-0.0392946687062917,0
4.0,10,92.0,702.0,4.0,4,DET,punt,0.5318078189585242,-0.5690259338798067,0
4.0,2,20.0,521.0,-4.0,4,GB,field_goal,0.4114142816323602,-3.6175133619791815,0
4.0,9,9.0,265.0,4.0,4,DET,field_goal,0.8334120524182524,0.1216839726750054,0
4.0,15,80.0,91.0,0.0,4,DET,pass,0.5021469060870534,-3.0039282462816876,1
4.0,11,21.0,24.0,0.0,4,GB,field_goal,0.9365932609395698,0.5986643031400223,0
4.0,10,80.0,3492.0,-7.0,1,ATL,punt,0.1901091644060858,1.3620421991389402,0
4.0,10,30.0,3363.0,7.0,1,ARI,field_goal,0.765349378816271,1.4068274619063117,0
4.0,1,58.0,3201.0,-10.0,1,ATL,punt,0.1858705677645785,1.3011720856817293,0
4.0,10,97.0,3099.0,10.0,1,ARI,punt,0.7090866595312814,0.519474076590464,0
4.0,5,69.0,2931.0,10.0,1,ARI,punt,0.7654449664739019,2.2477000219561143,0
4.0,1,9.0,2766.0,10.0,1,ARI,field_goal,0.8564735468018526,0.1213916537398898,0
4.0,2,33.0,2384.0,-13.0,2,ATL,field_goal,0.1438163200166106,1.7653157148193512,0
4.0,13,38.0,2216.0,4.0,2,ARI,punt,0.6601009156606577,-0.8130796360969879,0
4.0,10,10.0,1916.0,-4.0,2,ATL,field_goal,0.4649519948929341,0.1477016631561492,0
4.0,5,20.0,1837.0,1.0,2,ARI,field_goal,0.6199367761800277,0.5370264654533758,0
4.0,21,60.0,1461.0,1.0,3,ARI,punt,0.4884989915273448,-1.1169873847908245,0
4.0,14,62.0,1217.0,1.0,3,ARI,punt,0.4820837350008666,2.208598202834989,0
4.0,6,91.0,1123.0,-1.0,3,ATL,punt,0.3376483888986835,0.7752097789394252,0
4.0,3,55.0,1019.0,1.0,3,ARI,punt,0.5161688072061112,-0.4183121647189525,0
4.0,3,9.0,900.0,1.0,4,ARI,field_goal,0.6271188596893544,0.1219656714327017,0
4.0,2,56.0,712.0,-4.0,4,ATL,punt,0.3206617513827944,-0.0688742932613875,0
4.0,1,77.0,592.0,4.0,4,ARI,punt,0.60469984025513,-0.3238623670165419,0
4.0,19,86.0,313.0,-3.0,4,ARI,punt,0.2620843037199077,0.2889437709458555,0
4.0,2,24.0,193.0,-3.0,4,ARI,pass,0.4266375508330297,-2.403596735479802,1
4.0,10,68.0,3499.0,0.0,1,CAR,punt,0.4276072771815301,1.0891191963958566,0
4.0,2,68.0,3456.0,0.0,1,TB,punt,0.44668321237378,5.360279962414907,0
4.0,9,83.0,3169.0,-7.0,1,CAR,punt,0.1942892871017777,-0.1407529692671585,0
4.0,10,33.0,3025.0,7.0,1,TB,field_goal,0.7602286986773867,1.802579347940475,0
4.0,26,96.0,2879.0,-10.0,1,CAR,punt,0.1217464510567581,0.530431422357621,0
4.0,13,63.0,2595.0,4.0,2,TB,punt,0.5589728691408193,0.282851455915337,0
4.0,9,71.0,2275.0,-3.0,2,TB,punt,0.3523927840557697,-0.1599722949577038,0
4.0,19,22.0,1962.0,3.0,2,CAR,field_goal,0.6544633768784545,-3.2520597007640046,0
4.0,6,54.0,1869.0,-3.0,2,TB,punt,0.4214148115689077,-1.1379236645032655,0
4.0,9,79.0,1756.0,-3.0,3,TB,punt,0.3028023622467531,0.6764753570696691,0
4.0,6,59.0,1656.0,3.0,3,CAR,run,0.5552682855430487,-2.8319624223729623,1
4.0,3,70.0,1503.0,3.0,3,CAR,punt,0.5317655016561853,-0.0230244031010529,0
4.0,1,59.0,1377.0,-3.0,3,TB,punt,0.376816550807264,0.0112028877169787,0
4.0,3,65.0,1119.0,3.0,3,CAR,punt,0.5441714059714663,0.5838549323520767,0
4.0,1,2.0,640.0,-3.0,4,TB,run,0.4738207696269221,-3.533200998278568,1
4.0,5,40.0,296.0,-10.0,4,TB,pass,0.1097801555500168,2.6554719042806862,1
4.0,2,22.0,246.0,-10.0,4,TB,field_goal,0.1309603295344513,0.6918658007846097,0
4.0,1,49.0,69.0,7.0,4,CAR,punt,0.9779972578518424,-1.4541644917089709,0
4.0,1,61.0,3444.0,0.0,1,DAL,punt,0.472434016040163,-0.7324699369805605,0
4.0,1,49.0,3328.0,0.0,1,CLE,punt,0.5064563749645832,-0.4352525491909678,0
4.0,4,80.0,3249.0,0.0,1,DAL,punt,0.4207381836227526,-0.8200625838687285,0
4.0,11,66.0,2761.0,-7.0,1,DAL,punt,0.2122913561833871,1.2602206919557084,0
4.0,9,33.0,2533.0,7.0,2,CLE,field_goal,0.7465755535433586,1.795173693671607,0
4.0,22,80.0,2372.0,-10.0,2,DAL,punt,0.1372905820633821,1.0416834413632263,0
4.0,7,18.0,2118.0,10.0,2,CLE,field_goal,0.8586371715300906,0.4179004983378913,0
4.0,17,48.0,1898.0,-13.0,2,DAL,punt,0.1346830214164097,-1.1104587720923456,0
4.0,16,48.0,1510.0,13.0,3,CLE,punt,0.8763987565803883,-0.4578437824450747,0
4.0,13,26.0,1162.0,-13.0,3,DAL,field_goal,0.1363479766810091,1.05905101927932,0
4.0,4,50.0,1080.0,10.0,3,CLE,punt,0.8278186694903366,0.1143977192805845,0
4.0,1,84.0,724.0,3.0,4,CLE,punt,0.5260249378144246,-0.8197984110601766,0
4.0,1,44.0,630.0,-3.0,4,DAL,pass,0.4044854125223117,2.30265693131664,1
4.0,1,1.0,107.0,-4.0,4,CLE,pass,0.4815623448903119,-3.107412839580418,1
4.0,8,96.0,83.0,4.0,4,DAL,punt,0.8515861747315386,-2.861148866829745,0
4.0,10,14.0,6.0,-3.0,4,DAL,field_goal,0.3163040888024506,0.2155986396562959,0
4.0,2,41.0,681.0,0.0,5,DAL,punt,0.431138557744893,-0.912564129023494,0
4.0,4,84.0,597.0,0.0,5,CLE,punt,0.2189083224226297,-1.048138309923904,0
4.0,11,57.0,2965.0,7.0,1,WAS,punt,0.6968637893220777,0.5872219489698738,0
4.0,8,23.0,2659.0,-7.0,2,PHI,field_goal,0.3040043546928262,0.8419511874852499,0
4.0,20,53.0,2256.0,-11.0,2,PHI,punt,0.1579276737184735,0.0833783517721629,0
4.0,1,77.0,2139.0,11.0,2,WAS,punt,0.8192772882780412,-0.7899919774748452,0
4.0,5,45.0,1954.0,-11.0,2,PHI,punt,0.1669154710414019,-0.8636417286862119,0
4.0,3,50.0,1844.0,11.0,2,WAS,punt,0.8534259108546463,-1.013354710204608,0
4.0,25,95.0,1662.0,14.0,3,WAS,punt,0.8244899538152319,0.4909700419988212,0
4.0,14,24.0,1412.0,-14.0,3,PHI,field_goal,0.1304560392640991,0.9004211251225018,0
4.0,9,73.0,1115.0,-18.0,3,PHI,punt,0.0324682813738227,0.440917758537146,0
4.0,1,18.0,850.0,18.0,4,WAS,run,0.975926242372156,-3.1317509536028263,1
4.0,10,81.0,793.0,-18.0,4,PHI,punt,0.0240432949557754,-0.3381361519599664,0
4.0,18,61.0,471.0,-25.0,4,PHI,punt,0.0020130088500093,0.1714637321686309,0
4.0,9,46.0,225.0,25.0,4,WAS,punt,0.999293911034675,-0.263912065932695,0
4.0,3,34.0,45.0,-25.0,4,PHI,pass,0.0046073590732601,-1.2715296343733629,1
4.0,12,46.0,3323.0,0.0,1,NYJ,punt,0.4966716177551971,-0.0975338451295738,0
4.0,1,1.0,2928.0,0.0,1,STL,pass,0.6174796456111058,3.321509971038898,1
4.0,5,33.0,2749.0,-7.0,1,NYJ,field_goal,0.2763774104503184,1.8094589623700723,0
4.0,5,8.0,2513.0,-4.0,2,NYJ,field_goal,0.4237696431978772,-2.8588684094682337,0
4.0,4,70.0,2385.0,4.0,2,STL,punt,0.5846607270037031,-0.5675876630670551,0
4.0,5,45.0,2214.0,-4.0,2,NYJ,pass,0.3727448836625371,-3.056718254207434,1
4.0,4,75.0,1982.0,-3.0,2,STL,punt,0.3813711876115448,-0.3545848780374845,0
4.0,3,33.0,1862.0,3.0,2,NYJ,field_goal,0.649283269050114,1.4778755929052665,0
4.0,1,77.0,1824.0,-6.0,2,STL,punt,0.3054903319741058,-0.0992268792424307,0
4.0,2,60.0,1592.0,-6.0,3,STL,punt,0.2641478732461241,1.104856307009028,0
4.0,6,58.0,1371.0,6.0,3,NYJ,punt,0.6667608821208726,0.2620034205944119,0
4.0,9,79.0,1284.0,-6.0,3,STL,punt,0.1985649550264324,0.4228495527407498,0
4.0,13,47.0,281.0,14.0,4,NYJ,punt,0.9605844066577828,-0.2122862260726045,0
4.0,4,84.0,234.0,-14.0,4,STL,pass,0.023911029324307,1.8487453813810557,1
4.0,10,77.0,194.0,-14.0,4,STL,pass,0.0186209388055447,-2.615607507633385,1
4.0,13,26.0,120.0,14.0,4,NYJ,field_goal,0.9919694686146584,-3.3442586957176936,0
4.0,3,59.0,96.0,-14.0,4,STL,pass,0.0062478727711525,1.5126605893940428,1
4.0,11,50.0,47.0,-14.0,4,STL,pass,0.0066028928458173,-0.5996217164661956,1
4.0,3,69.0,3523.0,0.0,1,KC,punt,0.435711094588506,2.2689065025063013,0
4.0,8,70.0,3402.0,0.0,1,CIN,punt,0.4295448950214119,1.0275182312227067,0
4.0,2,16.0,3215.0,0.0,1,KC,field_goal,0.5572361346487457,0.3054738695893237,0
4.0,3,71.0,3111.0,-3.0,1,CIN,run,0.3641441147835216,5.21947333123676,1
4.0,7,36.0,2983.0,-3.0,1,CIN,run,0.4575496138835972,2.9345404487123554,1
4.0,8,32.0,2666.0,4.0,2,CIN,field_goal,0.6589623253106863,-3.6455565170778854,0
4.0,10,60.0,2580.0,-4.0,2,KC,punt,0.3047008828142838,0.5910473489828103,0
4.0,4,78.0,2488.0,4.0,2,CIN,punt,0.5570309690139468,0.5683987647359028,0
4.0,13,76.0,2412.0,-4.0,2,KC,punt,0.2760547218921089,-0.5344289129844251,0
4.0,1,1.0,2274.0,4.0,2,CIN,run,0.7543643226833506,3.436773175410587,1
4.0,10,60.0,2188.0,-11.0,2,KC,punt,0.1449040858809716,-0.0412327623781747,0
4.0,5,59.0,1627.0,15.0,3,CIN,punt,0.8921465082460233,1.3480735690543226,0
4.0,15,57.0,1363.0,-15.0,3,KC,punt,0.0778767346270133,0.474377735469488,0
4.0,6,39.0,1107.0,15.0,3,CIN,punt,0.9239616271985042,-0.1208683692702969,0
4.0,3,77.0,900.0,-15.0,3,KC,punt,0.0552847021214856,0.467961536813942,0
4.0,2,27.0,403.0,-22.0,4,KC,pass,0.014047310285375,-2.966986161880897,1
4.0,6,69.0,261.0,22.0,4,CIN,punt,0.9942080411693334,0.0430316712583417,0
4.0,3,73.0,77.0,22.0,4,CIN,punt,0.9990146040731516,-0.2446957411164352,0
4.0,5,58.0,3238.0,7.0,1,HOU,punt,0.6959492602656541,-0.1411184957767981,0
4.0,4,70.0,3141.0,-7.0,1,JAC,punt,0.2231195662080933,0.2647555523178846,0
4.0,17,68.0,2978.0,7.0,1,HOU,punt,0.6590577296377419,1.3993325578520608,0
4.0,6,36.0,2695.0,0.0,2,HOU,punt,0.5424455362067512,-1.8696672054021943,0
4.0,7,25.0,1978.0,0.0,2,JAC,field_goal,0.5266458759719391,0.8584019956913886,0
4.0,3,24.0,1876.0,-3.0,2,HOU,field_goal,0.4717318052919063,0.8013920900861464,0
4.0,13,79.0,1831.0,0.0,2,JAC,punt,0.495368453867041,-0.8929021202933874,0
4.0,2,22.0,1565.0,0.0,3,JAC,field_goal,0.5587988612784709,0.7443612341276071,0
4.0,1,9.0,1038.0,-10.0,3,HOU,field_goal,0.2268747549670848,0.1207127834521952,0
4.0,4,68.0,895.0,7.0,4,JAC,punt,0.6903408791426624,-3.0932569240640753,0
4.0,4,63.0,240.0,7.0,4,JAC,punt,0.8352789132522948,0.4997555407302487,0
4.0,2,72.0,77.0,0.0,4,JAC,punt,0.5444328176200277,-1.3190040748132643,0
4.0,7,7.0,493.0,0.0,5,HOU,field_goal,0.5547019586056672,0.0927960346984653,0
4.0,10,49.0,396.0,-3.0,5,JAC,pass,0.3213349588398341,3.2952056389509403,1
4.0,15,15.0,264.0,-3.0,5,JAC,field_goal,0.6383641910991301,0.2504418521788709,0
4.0,10,47.0,156.0,0.0,5,JAC,pass,0.3311568975336467,-2.217724624532196,1
4.0,3,53.0,3435.0,0.0,1,OAK,punt,0.4811874772869262,-0.2491843253466841,0
4.0,2,72.0,3068.0,-7.0,1,OAK,punt,0.227513254333567,0.3792760615602579,0
4.0,11,75.0,2974.0,7.0,1,NO,punt,0.6443839231637003,-0.6839272747406704,0
4.0,1,3.0,2550.0,-13.0,2,OAK,run,0.1713794324759544,3.526594337100104,1
4.0,11,69.0,2193.0,13.0,2,NO,punt,0.8533801815121235,0.671408352389842,0
4.0,10,22.0,1527.0,-20.0,3,OAK,field_goal,0.0607455602650207,0.7461086151137462,0
4.0,1,76.0,1398.0,17.0,3,NO,punt,0.9125452894121636,0.4305680489443195,0
4.0,14,78.0,1280.0,-17.0,3,OAK,punt,0.0395055448157638,0.0823786435219791,0
4.0,1,40.0,900.0,-24.0,4,OAK,run,0.0139802273697788,-3.784361944505047,1
4.0,9,29.0,633.0,24.0,4,NO,field_goal,0.9973929603049142,1.3060569305986731,0
4.0,5,44.0,503.0,-27.0,4,OAK,pass,0.0017795106391624,-3.142796628682966,1
4.0,1,47.0,374.0,27.0,4,NO,punt,0.9995916070815986,-0.502328712144275,0
4.0,9,65.0,3425.0,0.0,1,SD,punt,0.4399885312954726,1.6550478317785589,0
4.0,1,58.0,3288.0,0.0,1,DEN,punt,0.4857711337875539,-0.299368229600385,0
4.0,9,79.0,3188.0,0.0,1,SD,punt,0.4165097318895102,2.7460536708758134,0
4.0,6,37.0,2968.0,-6.0,1,DEN,field_goal,0.3148430143433971,-3.177491383602481,0
4.0,2,47.0,2879.0,6.0,1,SD,punt,0.7047706238074292,-1.211108441150219,0
4.0,4,74.0,2837.0,-6.0,1,DEN,punt,0.2353746008453202,2.1713501896022187,0
4.0,4,84.0,2729.0,6.0,1,SD,punt,0.5888305069933861,-0.307429009921834,0
4.0,1,1.0,2497.0,1.0,2,DEN,field_goal,0.6008431199338947,0.0180541226458372,0
4.0,10,80.0,2441.0,-4.0,2,SD,punt,0.2807456716926004,0.1914082841432485,0
4.0,1,54.0,2178.0,-4.0,2,SD,punt,0.3808375714821842,-0.9220195710455128,0
4.0,1,71.0,2100.0,4.0,2,DEN,punt,0.6077653534053777,-0.6459675557890483,0
4.0,18,64.0,1919.0,-4.0,2,SD,punt,0.3750793778421311,-3.0639668476661592,0
4.0,1,71.0,1862.0,-11.0,2,SD,punt,0.1624656122549763,-1.001455589631112,0
4.0,18,57.0,1714.0,-11.0,3,SD,punt,0.1373510734864877,2.366266370041443,0
4.0,5,59.0,1608.0,-9.0,3,SD,punt,0.1754976835279871,0.4435635358726626,0
4.0,1,71.0,1527.0,9.0,3,DEN,punt,0.7564589863667129,0.349967617229219,0
4.0,1,12.0,647.0,9.0,4,DEN,field_goal,0.8885064511349131,0.1730967008752282,0
